               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.024821,             0.03115,           0.0029215,             0.85249,             0.96982,             0.96423,             0.66656,            0.020844,            0.030076,           0.0074047,           0.0072003,           0.0072003,           0.0072003
                 115,            0.024826,            0.032644,           0.0033866,             0.89241,             0.94927,             0.95535,              0.6517,            0.021802,            0.031877,           0.0098842,           0.0071566,           0.0071566,           0.0071566
                 116,            0.024244,            0.031153,           0.0031653,             0.91313,             0.87905,             0.95736,             0.67713,            0.021193,            0.031789,           0.0089388,           0.0071127,           0.0071127,           0.0071127
                 117,            0.023857,            0.032455,           0.0026547,             0.88933,              0.9584,             0.95891,             0.67517,            0.022132,            0.031996,           0.0084917,           0.0070686,           0.0070686,           0.0070686
                 118,            0.023508,            0.030918,           0.0029057,             0.88418,             0.96213,             0.96229,             0.68301,            0.021152,            0.029577,           0.0098925,           0.0070243,           0.0070243,           0.0070243
                 119,            0.024405,            0.031767,           0.0033653,             0.92354,              0.9513,             0.96074,             0.67793,            0.021201,            0.030325,           0.0097417,           0.0069799,           0.0069799,           0.0069799
                 120,            0.023958,            0.031561,           0.0035336,             0.90237,             0.94868,             0.96512,             0.67932,             0.02149,            0.030712,           0.0074538,           0.0069353,           0.0069353,           0.0069353
                 121,            0.023677,            0.030571,           0.0028463,             0.88728,             0.95207,             0.95233,              0.6701,            0.021375,            0.030828,            0.010083,           0.0068906,           0.0068906,           0.0068906
                 122,            0.023071,            0.031669,           0.0031359,             0.90687,             0.91119,             0.95661,             0.65877,            0.022947,            0.032172,           0.0080642,           0.0068457,           0.0068457,           0.0068457
                 123,             0.02369,             0.03204,           0.0030996,             0.89438,             0.94195,             0.95915,             0.68195,            0.021644,            0.031061,            0.010222,           0.0068006,           0.0068006,           0.0068006
                 124,            0.022233,             0.02947,           0.0024365,             0.90591,             0.93916,             0.95673,             0.66153,            0.022212,            0.031371,            0.011613,           0.0067555,           0.0067555,           0.0067555
                 125,            0.023961,            0.031137,           0.0027137,             0.86517,             0.95978,             0.95214,             0.65907,            0.022656,            0.030842,            0.010256,           0.0067101,           0.0067101,           0.0067101
                 126,            0.023365,            0.030912,           0.0030047,             0.83332,             0.96875,             0.95397,              0.6672,            0.021713,            0.031297,           0.0094114,           0.0066647,           0.0066647,           0.0066647
                 127,            0.024093,            0.032699,           0.0030408,             0.85646,             0.92743,              0.9579,             0.64619,            0.021732,            0.033427,           0.0073388,           0.0066191,           0.0066191,           0.0066191
                 128,            0.023899,            0.032585,           0.0032685,             0.90967,             0.94974,             0.95783,             0.67972,            0.020983,             0.03088,            0.010762,           0.0065734,           0.0065734,           0.0065734
                 129,            0.023023,            0.030818,           0.0027003,             0.90108,             0.95684,              0.9556,             0.66339,             0.02185,            0.030186,           0.0089926,           0.0065276,           0.0065276,           0.0065276
                 130,            0.023604,            0.032142,           0.0033581,             0.87419,             0.94893,              0.9546,             0.66967,            0.020912,            0.029967,            0.010816,           0.0064816,           0.0064816,           0.0064816
                 131,            0.023468,            0.030547,           0.0030206,             0.92008,             0.95512,             0.96832,             0.68296,            0.021858,            0.028903,           0.0071735,           0.0064356,           0.0064356,           0.0064356
                 132,            0.023683,            0.031551,           0.0032558,             0.88578,             0.95798,             0.96082,             0.65882,            0.021348,            0.030628,           0.0085009,           0.0063895,           0.0063895,           0.0063895
                 133,             0.02319,             0.03055,           0.0031252,              0.8898,             0.95252,             0.95139,             0.63906,            0.022782,            0.031734,            0.011823,           0.0063432,           0.0063432,           0.0063432
                 134,            0.022437,             0.03008,           0.0029924,             0.90221,             0.89928,             0.94579,             0.65381,            0.021644,            0.030305,            0.011186,           0.0062969,           0.0062969,           0.0062969
                 135,            0.023166,            0.030935,           0.0030601,             0.89039,             0.95214,             0.96003,             0.67284,            0.021596,            0.030554,           0.0077742,           0.0062505,           0.0062505,           0.0062505
                 136,            0.023699,            0.031208,           0.0032157,             0.88954,             0.94864,             0.95225,             0.65168,            0.022092,            0.030062,            0.012041,            0.006204,            0.006204,            0.006204
                 137,            0.023762,            0.031129,           0.0034023,             0.89566,              0.9442,             0.95518,             0.66309,            0.021273,            0.030586,           0.0098868,           0.0061574,           0.0061574,           0.0061574
                 138,             0.02332,            0.030861,           0.0034074,             0.92373,             0.96194,             0.96279,             0.66137,            0.021104,            0.029819,           0.0089703,           0.0061107,           0.0061107,           0.0061107
                 139,            0.022649,            0.030009,           0.0033334,             0.88103,             0.94713,             0.95418,             0.66665,            0.021262,            0.031929,            0.010047,            0.006064,            0.006064,            0.006064
                 140,            0.022683,            0.029882,           0.0031738,             0.92061,             0.92062,             0.95076,             0.67475,            0.021576,            0.031575,           0.0078897,           0.0060172,           0.0060172,           0.0060172
                 141,            0.023063,            0.030917,           0.0029054,             0.90012,              0.9206,             0.95832,             0.68156,            0.020027,            0.030944,           0.0087495,           0.0059704,           0.0059704,           0.0059704
                 142,             0.02327,            0.030273,           0.0030561,             0.82783,              0.9588,             0.94595,             0.66699,              0.0213,            0.030826,            0.010233,           0.0059235,           0.0059235,           0.0059235
                 143,            0.022179,            0.029473,           0.0028994,             0.87817,             0.91693,             0.94152,             0.66683,             0.02004,            0.031124,            0.011706,           0.0058766,           0.0058766,           0.0058766
                 144,            0.022215,            0.028952,           0.0027265,             0.88096,             0.94685,             0.94565,             0.66502,            0.020223,            0.030612,            0.011101,           0.0058296,           0.0058296,           0.0058296
                 145,             0.02194,            0.029744,           0.0026862,             0.90738,             0.90535,             0.95055,             0.66903,            0.020027,            0.031128,           0.0090733,           0.0057826,           0.0057826,           0.0057826
